8,7;20170724;1;S;29.65;30.01;29650.00;30010.00;360.00;4.72;21.12;338.88;1.21;0.95;0.27;0.03;0.12;0.09;-134.03;45.57
9,7;20170725;1;N;30.02;29.75;30020.00;29750.00;-270.00;0.00;0.00;-286.30;-0.90;-0.70;-0.20;-0.17;-0.78;-0.61;-420.33;45.57
10,7;20170803;1;S;30.95;30.98;30950.00;30980.00;30.00;0.00;16.76;13.24;0.10;0.08;0.02;-0.15;-0.69;-0.54;-407.10;45.57
11,7;20170804;1;S;31.00;31.34;31000.00;31340.00;340.00;24.62;41.52;298.48;1.10;0.86;0.24;0.09;0.41;0.32;-108.62;70.19
12,7;20170807;1;S;31.28;31.67;31280.00;31670.00;390.00;74.60;91.62;298.38;1.25;0.97;0.27;0.36;1.66;1.29;189.77;144.79
13,7;20170809;1;N;31.79;31.39;31790.00;31390.00;-400.00;0.00;0.00;-416.92;-1.26;-0.98;-0.28;0.09;0.40;0.31;-227.15;144.79
0,Serie; media; desvioPadrao; desvioAbsoluto; mediana; quantil; minimo; maximo; amplitude; variancia
1,PrecoAbertura;29.69;1.13;0.88;29.66;29.66;27.94;31.79;3.85;1.28
2,PrecoFechamento;29.79;1.18;0.92;29.70;29.70;27.82;31.69;3.87;1.39
3,PrecoMaximo;29.98;1.18;0.91;29.89;29.89;28.08;32.09;4.01;1.39
4,PrecoMinimo;29.45;1.16;0.89;29.43;29.43;27.43;31.28;3.85;1.35
5,PrecoMedio;29.73;1.18;0.91;29.67;29.67;27.69;31.81;4.12;1.39
6,PrecoMelhorCompra;29.80;1.18;0.92;29.71;29.71;27.83;31.70;3.87;1.39
7,PrecoMelhor;29.77;1.18;0.91;29.70;29.70;27.82;31.67;3.85;1.38
